Nombre,Edad,Altura,Posicion,Equipo,Liga,ELO,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Valor_Mercado,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
C. Siqueiros,27.0,178.0,Delanteros,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,47.0,13,13,6.0,0.0,1.0,121000.0,0.46,0.0,6.0,0.46,4,23.08,7.62,0.33,0.77,0.372
Edgar Rodríguez,21.0,170.0,Delanteros,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,41.0,14,14,6.0,0.0,0.0,317000.0,0.43,0.0,6.0,0.43,4,23.08,7.62,0.31,0.71,0.36
J. Ramón Salas,27.0,178.0,Delanteros,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,42.0,8,6,3.0,0.0,1.0,103000.0,0.38,0.0,3.0,0.38,3,12.5,2.91,0.31,1.62,0.301
J. Pucheta,22.0,,Delanteros,IRAPUATO,Liga Premier Serie A Grupo B,36.0,10,8,3.0,0.0,1.0,52000.0,0.3,0.0,3.0,0.3,2,9.09,2.91,0.27,2.0,0.271
Omar González,27.0,176.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,56.0,12,12,5.0,0.0,1.0,442000.0,0.42,0.0,5.0,0.42,5,17.86,7.17,0.27,0.42,0.337
D. Valencia,25.0,177.0,Delanteros,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,49.0,14,14,5.0,0.0,1.0,231000.0,0.36,0.0,5.0,0.36,4,19.23,6.35,0.26,0.71,0.318
C. Santana,24.0,179.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,40.0,14,11,4.0,0.0,2.0,97000.0,0.29,0.0,4.0,0.29,2,12.12,3.88,0.26,1.43,0.284
Jordy Pizano,22.0,185.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,48.0,13,12,4.0,0.0,4.0,154000.0,0.31,0.0,4.0,0.31,4,15.38,5.08,0.23,0.77,0.282
Luis Galicia,25.0,178.0,Defensas,IRAPUATO,Liga Premier Serie A Grupo B,54.0,12,10,3.0,0.0,3.0,391000.0,0.25,0.0,3.0,0.25,2,9.09,2.91,0.23,1.67,0.25
R. Pelaytay,24.0,180.0,Delanteros,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,35.0,13,5,4.0,0.0,3.0,41000.0,0.31,0.0,4.0,0.31,5,14.29,5.74,0.2,0.38,0.277
Pedro Pacheco,24.0,183.0,Delanteros,CA ZACATEPEC,Liga Premier Serie A Grupo B,39.0,14,13,5.0,0.0,1.0,106000.0,0.36,0.0,5.0,0.36,6,26.32,8.25,0.2,-0.07,0.308
Bryan Padilla,24.0,180.0,Delanteros,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,36.0,13,11,3.0,0.0,2.0,13000.0,0.23,0.0,3.0,0.23,3,12.5,2.91,0.19,1.0,0.237
Óscar Arredondo,23.0,182.0,Defensas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,36.0,12,10,2.0,0.0,0.0,46000.0,0.17,0.0,2.0,0.17,1,5.71,1.89,0.17,1.92,0.205
Patricio Zerecero,25.0,177.0,Delanteros,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,38.0,10,5,2.0,0.0,1.0,68000.0,0.2,0.0,2.0,0.2,3,8.33,1.94,0.16,1.3,0.202
A. Frausto,23.0,182.0,Delanteros,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,41.0,15,7,3.0,0.0,2.0,81000.0,0.2,0.0,3.0,0.2,3,12.5,2.91,0.16,0.87,0.23
M. Reynoso,20.0,170.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,27.0,11,1,3.0,0.0,1.0,5000.0,0.27,0.0,3.0,0.27,6,15.79,4.95,0.15,-0.09,0.234
E. Cerna,27.0,171.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,51.0,6,2,1.0,0.0,0.0,267000.0,0.17,0.0,1.0,0.17,2,3.03,0.97,0.15,3.33,0.182
Isaác Muñiz,22.0,172.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,42.0,7,4,1.0,0.0,2.0,,0.14,0.0,1.0,0.14,2,3.03,0.97,0.13,2.86,0.165
Jair Cerda,23.0,185.0,Defensas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,50.0,15,14,2.0,0.0,1.0,214000.0,0.13,0.0,2.0,0.13,1,5.71,1.89,0.13,1.53,0.196
J. Peña,27.0,163.0,Centrocampistas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,38.0,13,12,2.0,0.0,6.0,47000.0,0.15,0.0,2.0,0.15,3,8.33,1.94,0.12,1.0,0.189
J. Ruiz,25.0,174.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,57.0,15,14,2.0,0.0,1.0,711000.0,0.13,0.0,2.0,0.13,2,6.06,1.94,0.12,1.33,0.194
Uriem Castrejón,25.0,170.0,Centrocampistas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,43.0,13,13,2.0,0.0,5.0,78000.0,0.15,0.0,2.0,0.15,3,8.33,1.94,0.12,1.0,0.189
Marco López,22.0,176.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,48.0,15,14,5.0,0.0,1.0,320000.0,0.33,0.0,5.0,0.33,8,29.41,9.17,0.12,0.33,0.302
Fermín Pérez,20.0,177.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,33.0,9,1,1.0,0.0,0.0,29000.0,0.11,0.0,1.0,0.11,1,2.86,0.94,0.11,2.56,0.157
Jayson Alan Sosa,23.0,169.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,48.0,9,3,1.0,0.0,0.0,460000.0,0.11,0.0,1.0,0.11,2,3.03,0.97,0.1,2.22,0.153
Antonio Martínez,23.0,188.0,Defensas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,49.0,11,10,1.0,0.0,0.0,387000.0,0.09,0.0,1.0,0.09,1,2.86,0.94,0.09,2.09,0.152
Carlos Muñoz,23.0,164.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,47.0,14,11,2.0,0.0,3.0,282000.0,0.14,0.0,2.0,0.14,5,7.14,2.87,0.09,0.36,0.182
Sebastián Vega,24.0,182.0,Defensas,CA ZACATEPEC,Liga Premier Serie A Grupo B,38.0,12,11,2.0,0.0,4.0,51000.0,0.17,0.0,2.0,0.17,6,10.53,3.3,0.09,-0.08,0.181
H. González,25.0,182.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,55.0,13,13,1.0,0.0,1.0,339000.0,0.08,0.0,1.0,0.08,1,2.86,0.94,0.08,1.77,0.156
Jonatan Vázquez,25.0,177.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,49.0,14,13,2.0,0.0,3.0,208000.0,0.14,0.0,2.0,0.14,6,10.53,3.3,0.08,-0.07,0.176
Rafael Rodea,26.0,176.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,51.0,9,6,1.0,0.0,0.0,233000.0,0.11,0.0,1.0,0.11,4,3.85,1.27,0.08,1.11,0.139
M. Rivera,25.0,186.0,Defensas,IRAPUATO,Liga Premier Serie A Grupo B,57.0,11,10,1.0,0.0,6.0,719000.0,0.09,0.0,1.0,0.09,2,3.03,0.97,0.08,1.82,0.149
Aguilar,22.0,184.0,Centrocampistas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,38.0,9,9,2.0,0.0,1.0,65000.0,0.22,0.0,2.0,0.22,8,11.76,3.67,0.08,0.56,0.199
D. Barajas,24.0,170.0,Defensas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,39.0,13,12,1.0,0.0,1.0,124000.0,0.08,0.0,1.0,0.08,1,2.86,0.94,0.08,1.77,0.156
Jocsan Landa,23.0,171.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,41.0,15,13,1.0,0.0,1.0,129000.0,0.07,0.0,1.0,0.07,1,2.86,0.94,0.07,1.53,0.16
Omar Valerio,22.0,167.0,Centrocampistas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,31.0,9,5,1.0,0.0,0.0,45000.0,0.11,0.0,1.0,0.11,5,3.57,1.43,0.07,0.56,0.133
J. Huerta,26.0,172.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,45.0,15,8,1.0,0.0,0.0,114000.0,0.07,0.0,1.0,0.07,1,2.86,0.94,0.07,1.53,0.16
Joel Gómez,23.0,179.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,44.0,14,14,1.0,0.0,0.0,161000.0,0.07,0.0,1.0,0.07,1,2.86,0.94,0.07,1.64,0.155
L. Hernández,21.0,175.0,Centrocampistas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,32.0,5,4,1.0,0.0,0.0,14000.0,0.2,0.0,1.0,0.2,8,5.88,1.83,0.07,1.0,0.165
E. Reyes,26.0,169.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,51.0,10,8,1.0,0.0,1.0,257000.0,0.1,0.0,1.0,0.1,4,3.85,1.27,0.07,1.0,0.139
Salvador Flores,23.0,170.0,Centrocampistas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,47.0,13,9,1.0,0.0,1.0,227000.0,0.08,0.0,1.0,0.08,3,4.17,0.97,0.07,1.0,0.147
Axel Silva,23.0,171.0,Centrocampistas,HALCONES DE ZAPOPAN,Liga Premier Serie A Grupo B,35.0,11,4,1.0,0.0,3.0,54000.0,0.09,0.0,1.0,0.09,3,4.17,0.97,0.07,1.18,0.141
Alexis García,26.0,181.0,Defensas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,53.0,11,9,1.0,0.0,5.0,230000.0,0.09,0.0,1.0,0.09,4,3.85,1.27,0.07,0.91,0.138
Sergio Medel,23.0,173.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,27.0,13,8,1.0,0.0,0.0,7000.0,0.08,0.0,1.0,0.08,4,3.85,1.27,0.06,0.77,0.144
I. León,22.0,190.0,Defensas,CA ZACATEPEC,Liga Premier Serie A Grupo B,28.0,9,8,1.0,0.0,1.0,12000.0,0.11,0.0,1.0,0.11,6,5.26,1.65,0.06,-0.11,0.125
S. Ochoa,22.0,174.0,Centrocampistas,REBOCEROS DE LA PIEDAD,Liga Premier Serie A Grupo B,29.0,12,11,1.0,0.0,1.0,14000.0,0.08,0.0,1.0,0.08,4,3.85,1.27,0.06,0.83,0.138
Juan Ramón,25.0,184.0,Delanteros,COLIMA,Liga Premier Serie A Grupo B,29.0,12,6,2.0,0.0,0.0,2000.0,0.17,0.0,2.0,0.17,9,25.0,4.71,0.05,-1.75,0.161
Alejandro Díaz,23.0,177.0,Delanteros,CA ZACATEPEC,Liga Premier Serie A Grupo B,42.0,11,1,1.0,0.0,2.0,63000.0,0.09,0.0,1.0,0.09,6,5.26,1.65,0.05,-0.09,0.126
Gianni Rubli,22.0,175.0,Delanteros,UA TAMAULIPAS,Liga Premier Serie A Grupo B,38.0,15,13,2.0,0.0,1.0,55000.0,0.13,0.0,2.0,0.13,8,11.76,3.67,0.05,0.33,0.182
Alexis Macías,21.0,165.0,Delanteros,UA TAMAULIPAS,Liga Premier Serie A Grupo B,42.0,13,11,2.0,0.0,0.0,188000.0,0.15,0.0,2.0,0.15,8,11.76,3.67,0.05,0.38,0.181
Brayan Bahena,25.0,170.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,43.0,12,11,1.0,0.0,4.0,75000.0,0.08,0.0,1.0,0.08,5,3.57,1.43,0.05,0.42,0.133
Brandon Fernández,23.0,183.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,39.0,12,12,1.0,0.0,0.0,117000.0,0.08,0.0,1.0,0.08,5,3.57,1.43,0.05,0.42,0.133
Rafael Arce,20.0,178.0,Delanteros,UA TAMAULIPAS,Liga Premier Serie A Grupo B,35.0,14,13,2.0,0.0,0.0,51000.0,0.14,0.0,2.0,0.14,8,11.76,3.67,0.05,0.36,0.182
S. Támez,18.0,182.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,28.0,10,10,1.0,0.0,0.0,9000.0,0.1,0.0,1.0,0.1,8,5.88,1.83,0.04,0.5,0.133
O. Duarte,22.0,185.0,Centrocampistas,CA ZACATEPEC,Liga Premier Serie A Grupo B,31.0,13,1,1.0,0.0,2.0,9000.0,0.08,0.0,1.0,0.08,6,5.26,1.65,0.04,-0.08,0.134
Ángel Hernández,24.0,182.0,Defensas,CA ZACATEPEC,Liga Premier Serie A Grupo B,37.0,13,13,1.0,0.0,0.0,59000.0,0.08,0.0,1.0,0.08,6,5.26,1.65,0.04,-0.08,0.134
Alan Galindo,17.0,179.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,27.0,14,13,2.0,0.0,1.0,14000.0,0.14,0.0,2.0,0.14,9,25.0,4.71,0.04,-1.5,0.159
F. Macías,27.0,181.0,Defensas,GAVILANES MATAMOROS,Liga Premier Serie A Grupo B,53.0,14,13,1.0,0.0,4.0,309000.0,0.07,0.0,1.0,0.07,5,3.57,1.43,0.04,0.36,0.14
S. Bueno,28.0,174.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,50.0,13,13,2.0,0.0,6.0,128000.0,0.15,0.0,2.0,0.15,9,25.0,4.71,0.04,-1.62,0.157
Y. Rivas,24.0,174.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,39.0,10,9,4.0,0.0,3.0,33000.0,0.4,0.0,4.0,0.4,11,22.22,13.2,0.04,-1.8,0.285
Cristopher Molina,21.0,172.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,42.0,13,13,3.0,0.0,1.0,130000.0,0.23,0.0,3.0,0.23,10,21.43,8.25,0.04,-1.31,0.209
J. Pahua,22.0,179.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,30.0,10,10,2.0,0.0,2.0,16000.0,0.2,0.0,2.0,0.2,10,14.29,5.5,0.04,-1.7,0.166
C. Echeagaray,26.0,180.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,33.0,8,7,1.0,0.0,2.0,12000.0,0.12,0.0,1.0,0.12,9,12.5,2.36,0.03,-2.62,0.094
J. Eguia,20.0,170.0,Delanteros,UA TAMAULIPAS,Liga Premier Serie A Grupo B,42.0,13,10,1.0,0.0,2.0,97000.0,0.08,0.0,1.0,0.08,8,5.88,1.83,0.03,0.38,0.139
Luis Sandoval,20.0,172.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,32.0,12,10,2.0,0.0,1.0,22000.0,0.17,0.0,2.0,0.17,10,14.29,5.5,0.03,-1.42,0.165
Luis Soto,23.0,168.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,29.0,7,4,2.0,0.0,1.0,9000.0,0.29,0.0,2.0,0.29,11,11.11,6.6,0.03,-2.57,0.19
Diego Barrón,22.0,175.0,Delanteros,UA TAMAULIPAS,Liga Premier Serie A Grupo B,28.0,13,2,1.0,0.0,1.0,3000.0,0.08,0.0,1.0,0.08,8,5.88,1.83,0.03,0.38,0.139
J. Zepeda,25.0,,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,32.0,12,12,2.0,0.0,0.0,26000.0,0.17,0.0,2.0,0.17,10,14.29,5.5,0.03,-1.42,0.165
Etzin Villa,19.0,173.0,Defensas,SPORTING CANAMY,Liga Premier Serie A Grupo B,27.0,6,3,1.0,0.0,2.0,9000.0,0.17,0.0,1.0,0.17,11,5.56,3.3,0.02,-3.0,0.106
Kevin Navarrete,23.0,186.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,39.0,11,10,3.0,0.0,4.0,39000.0,0.27,0.0,3.0,0.27,11,16.67,9.9,0.02,-1.64,0.216
Zander Benitez,17.0,,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,26.0,9,8,1.0,0.0,0.0,6000.0,0.11,0.0,1.0,0.11,10,7.14,2.75,0.02,-1.89,0.103
Óscar Pérez,25.0,175.0,Centrocampistas,COLIMA,Liga Premier Serie A Grupo B,32.0,13,3,1.0,0.0,3.0,9000.0,0.08,0.0,1.0,0.08,9,12.5,2.36,0.02,-1.62,0.115
Dairo Berrio,26.0,177.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,46.0,12,12,2.0,0.0,1.0,75000.0,0.17,0.0,2.0,0.17,11,11.11,6.6,0.02,-1.5,0.164
Iratzy Domínguez,26.0,174.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,43.0,13,13,1.0,0.0,2.0,44000.0,0.08,0.0,1.0,0.08,11,5.56,3.3,0.01,-1.38,0.118
K. Pérez,20.0,188.0,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,35.0,12,9,1.0,0.0,0.0,22000.0,0.08,0.0,1.0,0.08,10,7.14,2.75,0.01,-1.42,0.111
Francisco Vivas,19.0,173.0,Delanteros,AGUACATEROS CDU,Liga Premier Serie A Grupo B,31.0,12,5,1.0,0.0,0.0,18000.0,0.08,0.0,1.0,0.08,10,7.14,2.75,0.01,-1.42,0.111
Rodrigo De La Cruz,19.0,163.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,26.0,8,3,1.0,0.0,0.0,2000.0,0.12,0.0,1.0,0.12,11,5.56,3.3,0.01,-2.25,0.098
I. Aguilar,27.0,178.0,Centrocampistas,SPORTING CANAMY,Liga Premier Serie A Grupo B,36.0,9,2,1.0,0.0,1.0,19000.0,0.11,0.0,1.0,0.11,11,5.56,3.3,0.01,-2.0,0.102
L. Ortíz,17.0,185.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,28.0,7,1,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.29,0.086
Alberto Rodríguez,24.0,,Defensas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,39.0,8,3,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.88,0.088
C. Méndez,22.0,171.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,26.0,3,3,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7.67,0.112
J. Cortez,16.0,167.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
C. Saldaña,19.0,170.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,4,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-6.25,-0.048
S. Madrid,26.0,180.0,Defensas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,46.0,7,5,0.0,0.0,0.0,121000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.29,0.086
Edson Padilla,21.0,170.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,27.0,11,1,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.09,0.098
Landon Fonseca,19.0,169.0,Centrocampistas,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
F. García,26.0,165.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,44.0,11,11,0.0,0.0,3.0,60000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-2.27,0.046
Juan Rodríguez,26.0,166.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,10,3,1.0,0.0,0.0,2000.0,0.1,0.0,1.0,0.1,12,10.0,5.5,0.0,-2.5,0.097
Rubén Coubert,21.0,180.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,34.0,13,12,2.0,0.0,4.0,16000.0,0.15,0.0,2.0,0.15,12,20.0,11.0,0.0,-1.92,0.154
Axel Chávez,24.0,175.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,12,5,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-2.08,0.055
Angel Hernandez,16.0,168.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
Cesar Patiño,17.0,172.0,Delanteros,PETROLEROS DE SALAMANCA,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-25.0,-0.293
F. Vázquez,26.0,157.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,48.0,9,4,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.56,0.091
Prince Rodríguez,22.0,169.0,Centrocampistas,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,30.0,10,0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.3,0.094
I. Morales,21.0,169.0,Delanteros,IRAPUATO,Liga Premier Serie A Grupo B,26.0,5,0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,4.0,0.081
Nicolás Arze,22.0,190.0,Delanteros,AGUACATEROS DE PERIBÁN,Liga Premier Serie A Grupo B,26.0,4,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,5.75,0.096
R. Fuentes,22.0,172.0,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,26.0,3,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-5.67,-0.048
Alexis Villareal,21.0,172.0,Centrocampistas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,43.0,5,5,0.0,0.0,1.0,195000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,1.0,0.045
Emilio López,19.0,176.0,Centrocampistas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,32.0,15,11,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.33,0.104
Danilo Rincón,21.0,176.0,Centrocampistas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,35.0,13,8,0.0,0.0,0.0,57000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.38,0.091
H. Velázquez,17.0,174.0,Delanteros,UA TAMAULIPAS,Liga Premier Serie A Grupo B,36.0,2,2,0.0,0.0,0.0,98000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,2.5,0.043
Gael Moreno,18.0,169.0,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,30.0,14,12,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.21,0.079
Emmanuel Villa,17.0,172.0,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,27.0,13,10,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.31,0.071
Angel Garcia,16.0,172.0,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,26.0,1,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-17.0,-0.197
Julio Flores,21.0,175.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,30.0,9,6,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.56,0.067
Owen Hernández,18.0,184.0,Defensas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,26.0,3,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-5.67,-0.048
Manuel Guzmán,23.0,174.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,31.0,10,8,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.7,0.046
Alejandro Anzar,20.0,156.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,31.0,11,10,0.0,0.0,1.0,15000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.55,0.055
Kevin Arias,21.0,175.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,34.0,1,1,0.0,0.0,0.0,56000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-17.0,-0.197
Daniel Martínez,20.0,176.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,27.0,4,2,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-4.25,-0.024
Luis Cardiel,22.0,181.0,Centrocampistas,AGUACATEROS CDU,Liga Premier Serie A Grupo B,26.0,2,0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-8.5,-0.089
Jorge Dimas,20.0,176.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,26.0,2,0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,2.5,0.043
S. Aguilar,19.0,174.0,Defensas,UA TAMAULIPAS,Liga Premier Serie A Grupo B,28.0,8,6,0.0,0.0,2.0,7000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.62,0.061
Víctor Reyes,25.0,182.0,Defensas,IRAPUATO,Liga Premier Serie A Grupo B,50.0,8,8,0.0,0.0,3.0,308000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.5,0.083
A. Pérez,21.0,166.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,33.0,12,8,0.0,0.0,1.0,47000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1.67,0.1
J. Gaytán,26.0,174.0,Defensas,IRAPUATO,Liga Premier Serie A Grupo B,48.0,9,7,0.0,0.0,2.0,165000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.22,0.087
Edgar Hernández,23.0,177.0,Defensas,IRAPUATO,Liga Premier Serie A Grupo B,44.0,4,2,0.0,0.0,1.0,176000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,5.0,0.087
Rafael Ortíz,21.0,178.0,Defensas,IRAPUATO,Liga Premier Serie A Grupo B,32.0,4,1,0.0,0.0,,22000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,5.0,0.087
Eduardo Díaz,22.0,180.0,Centrocampistas,IRAPUATO,Liga Premier Serie A Grupo B,51.0,6,4,0.0,0.0,0.0,535000.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,3.33,0.08
