Nombre,Edad,Altura,Posicion,Equipo,Liga,ELO,Partidos_jugados,Partidos_titular,Goles,Asistencias,Tarjetas_amarillas,Valor_Mercado,Goles_por_partido,Asistencias_por_partido,Participacion_goles,Participacion_por_partido,Posición_Club,Aporte_Goles,Aporte_Puntos,RC,IDR,Impacto_Total
Edzohl Valdovinos,22.0,173.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,41.0,13,13,3.0,0.0,3.0,84000.0,0.23,0.0,3.0,0.23,3,13.64,3.67,0.19,-0.08,0.224
J. Ornelas,26.0,185.0,Defensas,MONTAÑESES,Liga Premier Serie A Grupo C,41.0,13,13,3.0,0.0,10.0,101000.0,0.23,0.0,3.0,0.23,4,13.04,3.96,0.17,0.77,0.232
José Rodríguez,23.0,178.0,Defensas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,48.0,11,10,2.0,0.0,1.0,268000.0,0.18,0.0,2.0,0.18,2,6.9,2.44,0.16,1.64,0.196
B. Ayala,22.0,163.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,27.0,4,1,1.0,0.0,0.0,1000.0,0.25,0.0,1.0,0.25,5,5.88,1.38,0.16,1.25,0.188
D. Amador,28.0,176.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,58.0,14,14,4.0,0.0,2.0,727000.0,0.29,0.0,4.0,0.29,6,14.29,6.0,0.16,0.79,0.275
F. Ramírez,25.0,180.0,Delanteros,TAPACHULA FC,Liga Premier Serie A Grupo C,33.0,14,10,6.0,0.0,0.0,4000.0,0.43,0.0,6.0,0.43,8,25.0,9.43,0.16,0.0,0.351
Cristian García,25.0,176.0,Centrocampistas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,49.0,12,12,2.0,0.0,3.0,199000.0,0.17,0.0,2.0,0.17,2,6.9,2.44,0.15,1.5,0.196
K. Peñaloza,23.0,178.0,Delanteros,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,44.0,13,8,2.0,0.0,4.0,185000.0,0.15,0.0,2.0,0.15,1,9.09,2.2,0.15,1.0,0.186
G. Miranda,28.0,172.0,Delanteros,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,35.0,13,11,3.0,0.0,2.0,12000.0,0.23,0.0,3.0,0.23,5,17.65,4.12,0.15,0.38,0.228
Yomar Renteria,23.0,180.0,Delanteros,TAPACHULA FC,Liga Premier Serie A Grupo C,33.0,13,12,5.0,0.0,5.0,4000.0,0.38,0.0,5.0,0.38,8,20.83,7.86,0.14,0.0,0.315
C. Aguirre,26.0,178.0,Defensas,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,47.0,13,13,2.0,0.0,0.0,187000.0,0.15,0.0,2.0,0.15,2,6.9,2.44,0.14,1.38,0.189
Diego Piñón,22.0,170.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,41.0,14,11,2.0,0.0,4.0,179000.0,0.14,0.0,2.0,0.14,1,9.09,2.2,0.14,0.93,0.186
L. García,26.0,181.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,52.0,14,14,4.0,0.0,0.0,254000.0,0.29,0.0,4.0,0.29,7,20.0,6.0,0.13,0.21,0.269
Carlos Fonseca,23.0,159.0,Centrocampistas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,55.0,14,14,4.0,0.0,1.0,431000.0,0.29,0.0,4.0,0.29,7,20.0,6.0,0.13,0.21,0.269
B. García,26.0,173.0,Delanteros,DEPORTIVA VENADOS,Liga Premier Serie A Grupo C,39.0,14,10,2.0,0.0,0.0,61000.0,0.14,0.0,2.0,0.14,2,6.9,2.44,0.13,1.29,0.189
D. Choreño,25.0,177.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,50.0,13,10,2.0,0.0,3.0,173000.0,0.15,0.0,2.0,0.15,3,9.09,2.44,0.12,-0.08,0.176
A. González,25.0,176.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,52.0,14,14,2.0,0.0,2.0,276000.0,0.14,0.0,2.0,0.14,3,9.09,2.44,0.11,-0.07,0.177
Ángel Ramos,22.0,163.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,35.0,7,3,1.0,0.0,1.0,14000.0,0.14,0.0,1.0,0.14,5,5.88,1.38,0.09,0.71,0.137
Antonio López,22.0,182.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,41.0,11,3,2.0,0.0,0.0,66000.0,0.18,0.0,2.0,0.18,7,10.0,3.0,0.08,0.27,0.184
G. León,25.0,173.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,51.0,13,9,2.0,0.0,3.0,447000.0,0.15,0.0,2.0,0.15,6,7.14,3.0,0.08,0.85,0.184
Jehu González,26.0,174.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,27.0,10,0,1.0,0.0,2.0,3000.0,0.1,0.0,1.0,0.1,3,4.55,1.22,0.08,-0.1,0.126
Juan Montoya,25.0,,Defensas,TAPACHULA FC,Liga Premier Serie A Grupo C,33.0,9,5,2.0,0.0,2.0,12000.0,0.22,0.0,2.0,0.22,8,8.33,3.14,0.08,0.0,0.192
Miguel Guzmán,23.0,179.0,Delanteros,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,44.0,14,12,4.0,0.0,0.0,196000.0,0.29,0.0,4.0,0.29,9,23.53,6.29,0.08,-0.21,0.265
J. García,18.0,167.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,33.0,10,7,3.0,0.0,1.0,58000.0,0.3,0.0,3.0,0.3,9,17.65,4.71,0.08,-0.3,0.244
Axel Martín Zamora,25.0,181.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,47.0,9,9,1.0,0.0,3.0,154000.0,0.11,0.0,1.0,0.11,4,4.35,1.32,0.08,1.11,0.136
Isidro Suárez,21.0,168.0,Centrocampistas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,42.0,12,8,1.0,0.0,5.0,67000.0,0.08,0.0,1.0,0.08,1,4.55,1.1,0.08,1.08,0.138
Jorge Contreras,24.0,180.0,Defensas,MONTAÑESES,Liga Premier Serie A Grupo C,45.0,10,9,1.0,0.0,4.0,155000.0,0.1,0.0,1.0,0.1,4,4.35,1.32,0.07,1.0,0.136
Gonzalo Rivero,23.0,184.0,Centrocampistas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,30.0,13,13,1.0,0.0,1.0,7000.0,0.08,0.0,1.0,0.08,3,4.55,1.22,0.07,-0.08,0.134
U. Lara,19.0,170.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,27.0,10,6,2.0,0.0,1.0,2000.0,0.2,0.0,2.0,0.2,8,8.33,3.14,0.07,0.0,0.187
A. Molina,26.0,178.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,47.0,13,13,1.0,0.0,6.0,186000.0,0.08,0.0,1.0,0.08,3,4.55,1.22,0.07,-0.08,0.134
O. Vidaña,24.0,174.0,Centrocampistas,MONTAÑESES,Liga Premier Serie A Grupo C,44.0,10,8,1.0,0.0,1.0,203000.0,0.1,0.0,1.0,0.1,4,4.35,1.32,0.07,1.0,0.136
A. Arías,24.0,179.0,Defensas,MONTAÑESES,Liga Premier Serie A Grupo C,35.0,13,13,1.0,0.0,0.0,24000.0,0.08,0.0,1.0,0.08,4,4.35,1.32,0.06,0.77,0.142
José Díaz,22.0,171.0,Delanteros,ZITACUARO,Liga Premier Serie A Grupo C,27.0,12,12,4.0,0.0,0.0,9000.0,0.33,0.0,4.0,0.33,10,25.0,9.43,0.06,-0.67,0.272
Josué Hernández,23.0,173.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,33.0,11,9,1.0,0.0,6.0,4000.0,0.09,0.0,1.0,0.09,5,5.88,1.38,0.06,0.45,0.131
K. Flores,23.0,173.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,27.0,10,5,1.0,0.0,3.0,2000.0,0.1,0.0,1.0,0.1,5,5.88,1.38,0.06,0.5,0.131
C. Parra,25.0,178.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,32.0,14,14,1.0,0.0,2.0,11000.0,0.07,0.0,1.0,0.07,3,4.55,1.22,0.06,-0.07,0.135
D. Abella,26.0,183.0,Delanteros,JAGUARES FC,Liga Premier Serie A Grupo C,45.0,9,2,1.0,0.0,2.0,180000.0,0.11,0.0,1.0,0.11,6,3.57,1.5,0.06,1.22,0.137
F. Soberanis,21.0,175.0,Defensas,CD CHILPANCINGO,Liga Premier Serie A Grupo C,35.0,14,14,1.0,0.0,2.0,18000.0,0.07,0.0,1.0,0.07,3,4.55,1.22,0.06,-0.07,0.135
J. Martínez,27.0,163.0,Centrocampistas,JAGUARES FC,Liga Premier Serie A Grupo C,30.0,11,9,1.0,0.0,0.0,18000.0,0.09,0.0,1.0,0.09,6,3.57,1.5,0.05,1.0,0.136
J. Carrillo,24.0,175.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,33.0,12,12,1.0,0.0,3.0,4000.0,0.08,0.0,1.0,0.08,5,5.88,1.38,0.05,0.42,0.132
César Arroyo,21.0,167.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,32.0,13,7,1.0,0.0,1.0,3000.0,0.08,0.0,1.0,0.08,5,5.88,1.38,0.05,0.38,0.138
P. Quintos,27.0,172.0,Centrocampistas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,33.0,12,12,1.0,0.0,4.0,3000.0,0.08,0.0,1.0,0.08,5,5.88,1.38,0.05,0.42,0.132
A. Viveros,22.0,175.0,Defensas,ZITACUARO,Liga Premier Serie A Grupo C,28.0,5,5,1.0,0.0,3.0,11000.0,0.2,0.0,1.0,0.2,10,6.25,2.36,0.04,-1.6,0.139
Fernando Laymon,23.0,174.0,Defensas,FARAONES TEXCOCO,Liga Premier Serie A Grupo C,32.0,14,14,1.0,0.0,4.0,4000.0,0.07,0.0,1.0,0.07,5,5.88,1.38,0.04,0.36,0.139
F. Ramírez,26.0,185.0,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,56.0,14,14,1.0,0.0,4.0,491000.0,0.07,0.0,1.0,0.07,6,3.57,1.5,0.04,0.79,0.143
P. Hermida,26.0,179.0,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,54.0,12,11,1.0,0.0,5.0,363000.0,0.08,0.0,1.0,0.08,6,3.57,1.5,0.04,0.92,0.136
Alan Zubiri,24.0,182.0,Defensas,JAGUARES FC,Liga Premier Serie A Grupo C,52.0,13,12,1.0,0.0,2.0,452000.0,0.08,0.0,1.0,0.08,6,3.57,1.5,0.04,0.85,0.142
O. Panuco,23.0,170.0,Delanteros,TAPACHULA FC,Liga Premier Serie A Grupo C,28.0,10,3,1.0,0.0,2.0,4000.0,0.1,0.0,1.0,0.1,8,4.17,1.57,0.04,0.0,0.127
Félix Falcón,22.0,172.0,Delanteros,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,31.0,12,5,1.0,0.0,3.0,16000.0,0.08,0.0,1.0,0.08,7,5.0,1.5,0.04,0.25,0.13
C. Martinez,25.0,170.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,46.0,13,13,2.0,0.0,4.0,197000.0,0.15,0.0,2.0,0.15,9,11.76,3.14,0.04,-0.23,0.175
Jesús Torres,24.0,171.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,50.0,13,13,2.0,0.0,4.0,397000.0,0.15,0.0,2.0,0.15,9,11.76,3.14,0.04,-0.23,0.175
César Colin,21.0,179.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,33.0,12,12,4.0,0.0,3.0,5000.0,0.33,0.0,4.0,0.33,11,17.39,9.43,0.03,-1.17,0.267
Guillermo García,21.0,172.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,30.0,14,10,4.0,0.0,2.0,2000.0,0.29,0.0,4.0,0.29,11,17.39,9.43,0.03,-1.0,0.258
Z. Oca,23.0,172.0,Defensas,ZITACUARO,Liga Premier Serie A Grupo C,31.0,14,9,2.0,0.0,4.0,9000.0,0.14,0.0,2.0,0.14,10,12.5,4.71,0.03,-0.57,0.172
Juan Hernández,27.0,172.0,Defensas,PIONEROS DE CANCÚN,Liga Premier Serie A Grupo C,56.0,14,13,1.0,0.0,3.0,402000.0,0.07,0.0,1.0,0.07,7,5.0,1.5,0.03,0.21,0.137
Abisai Cruz,23.0,180.0,Delanteros,ZITACUARO,Liga Premier Serie A Grupo C,28.0,14,12,2.0,0.0,1.0,7000.0,0.14,0.0,2.0,0.14,10,12.5,4.71,0.03,-0.57,0.172
K. Sánchez,18.0,173.0,Defensas,ACATLAN,Liga Premier Serie A Grupo C,28.0,5,0,1.0,0.0,0.0,2000.0,0.2,0.0,1.0,0.2,11,4.35,2.36,0.02,-2.8,0.128
J. Chacón,21.0,170.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,28.0,11,10,2.0,0.0,0.0,2000.0,0.18,0.0,2.0,0.18,11,8.7,4.71,0.02,-1.27,0.17
Néstor De La Cruz,23.0,174.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,29.0,12,8,1.0,0.0,4.0,27000.0,0.08,0.0,1.0,0.08,9,5.88,1.57,0.02,-0.25,0.126
Víctor Rico,24.0,172.0,Delanteros,ZITACUARO,Liga Premier Serie A Grupo C,34.0,11,10,1.0,0.0,1.0,14000.0,0.09,0.0,1.0,0.09,10,6.25,2.36,0.02,-0.73,0.121
Carlos Pérez,24.0,176.0,Defensas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,39.0,11,9,1.0,0.0,4.0,77000.0,0.09,0.0,1.0,0.09,9,5.88,1.57,0.02,-0.27,0.125
A. Godínez,24.0,172.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,46.0,14,14,1.0,0.0,3.0,142000.0,0.07,0.0,1.0,0.07,9,5.88,1.57,0.02,-0.21,0.133
Arturo Arias,19.0,170.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,26.0,9,3,1.0,0.0,1.0,4000.0,0.11,0.0,1.0,0.11,10,6.25,2.36,0.02,-0.89,0.118
J. Arias,22.0,170.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,36.0,13,9,1.0,0.0,3.0,30000.0,0.08,0.0,1.0,0.08,11,4.35,2.36,0.01,-1.08,0.125
Daniel Mederos,24.0,175.0,Defensas,ZITACUARO,Liga Premier Serie A Grupo C,46.0,13,13,1.0,0.0,1.0,65000.0,0.08,0.0,1.0,0.08,10,6.25,2.36,0.01,-0.62,0.129
P. Nuño,22.0,182.0,Defensas,ACATLAN,Liga Premier Serie A Grupo C,31.0,11,11,1.0,0.0,4.0,3000.0,0.09,0.0,1.0,0.09,11,4.35,2.36,0.01,-1.27,0.116
V. Rodriguez,23.0,,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,35.0,13,13,1.0,0.0,6.0,35000.0,0.08,0.0,1.0,0.08,10,6.25,2.36,0.01,-0.62,0.129
Javi Medina,28.0,177.0,Defensas,ACATLAN,Liga Premier Serie A Grupo C,56.0,10,9,1.0,0.0,2.0,261000.0,0.1,0.0,1.0,0.1,11,4.35,2.36,0.01,-1.4,0.114
O. Díaz,20.0,188.0,Defensas,ACATLAN,Liga Premier Serie A Grupo C,35.0,12,12,1.0,0.0,4.0,5000.0,0.08,0.0,1.0,0.08,11,4.35,2.36,0.01,-1.17,0.117
L. Garcia,19.0,170.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,33.0,14,13,1.0,0.0,1.0,5000.0,0.07,0.0,1.0,0.07,11,4.35,2.36,0.01,-1.0,0.126
Luis Cota,21.0,186.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,32.0,13,5,1.0,0.0,5.0,7000.0,0.08,0.0,1.0,0.08,11,4.35,2.36,0.01,-1.08,0.125
Edwin Bravo,18.0,180.0,Centrocampistas,ACATLAN,Liga Premier Serie A Grupo C,26.0,9,3,1.0,0.0,1.0,1000.0,0.11,0.0,1.0,0.11,11,4.35,2.36,0.01,-1.56,0.112
Salvador Sánchez,23.0,174.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,30.0,4,0,0.0,0.0,1.0,7000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.75,0.02
E. Rivera,25.0,190.0,Defensas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,49.0,12,10,0.0,0.0,2.0,271000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.25,0.078
Carlos Prieto,24.0,180.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,45.0,14,14,0.0,0.0,1.0,144000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.21,0.091
Alexander Espinosa,23.0,182.0,Delanteros,TAPACHULA FC,Liga Premier Serie A Grupo C,29.0,7,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.047
Juan Valencia,,177.0,Delanteros,TAPACHULA FC,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.007
Ramón Cano,22.0,164.0,Defensas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,48.0,9,5,0.0,0.0,0.0,293000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.33,0.057
J. Puc,23.0,156.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,26.0,7,0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.43,0.043
Gabriel Flores,19.0,183.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,26.0,3,1,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.0,0.011
O. De La Cruz,18.0,176.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,30.0,5,0,0.0,0.0,1.0,2000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.033
Sebastián Porcayo,21.0,163.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,26.0,2,0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.013
Matías Bazzi,24.0,178.0,Defensas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,39.0,10,10,0.0,0.0,8.0,50000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.3,0.064
Juan Lizama,22.0,167.0,Defensas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,28.0,5,3,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.6,0.028
Enrique De La Paz,21.0,172.0,Defensas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,26.0,2,0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-1.5,-0.0
F. Moreno,16.0,174.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.02
J. Lugo,27.0,175.0,Centrocampistas,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,53.0,10,7,0.0,0.0,1.0,326000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.3,0.064
Osman Mora,19.0,170.0,Centrocampistas,TAPACHULA FC,Liga Premier Serie A Grupo C,26.0,3,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.02
J. Vega,26.0,171.0,Defensas,RACING DE VERACRUZ,Liga Premier Serie A Grupo C,55.0,14,14,0.0,0.0,0.0,339000.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.93,0.102
Ricardo Renteria,21.0,175.0,Delanteros,INTER PLAYA DEL CARMEN,Liga Premier Serie A Grupo C,26.0,5,0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,-0.6,0.028
Carlos Loza,25.0,,Defensas,ZITACUARO,Liga Premier Serie A Grupo C,26.0,7,6,0.0,0.0,3.0,1000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.14,0.036
Omar Alamilla,19.0,175.0,Defensas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,3,2,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-11.0,-0.08
Uriel Sanchez,24.0,175.0,Defensas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,2,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-16.5,-0.137
J. Pacheco,26.0,183.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,43.0,14,14,1.0,0.0,3.0,33000.0,0.07,0.0,1.0,0.07,12,7.69,8.25,0.0,-2.36,0.114
S. Caicedo,24.0,170.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,43.0,13,13,1.0,0.0,9.0,70000.0,0.08,0.0,1.0,0.08,12,7.69,8.25,0.0,-2.54,0.112
Sergio García,23.0,176.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,39.0,13,11,3.0,0.0,1.0,30000.0,0.23,0.0,3.0,0.23,12,23.08,24.75,0.0,-2.54,0.202
Alan Corona,24.0,176.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,35.0,4,2,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-8.25,-0.048
Neri Martínez,23.0,178.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,35.0,13,10,0.0,0.0,3.0,8000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-2.54,0.064
J. Arias,23.0,170.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,30.0,12,9,2.0,0.0,1.0,2000.0,0.17,0.0,2.0,0.17,12,15.38,16.5,0.0,-2.75,0.157
Hugo Vázquez,27.0,175.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,27.0,12,8,1.0,0.0,3.0,1000.0,0.08,0.0,1.0,0.08,12,7.69,8.25,0.0,-2.75,0.103
Nicolás Jiménez,24.0,180.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,10,2,1.0,0.0,2.0,1000.0,0.1,0.0,1.0,0.1,12,7.69,8.25,0.0,-3.3,0.097
Gilberto Castillo,27.0,170.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,11,5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-3.0,0.046
Abel Duran,18.0,175.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-33.0,-0.293
Ramses Cabrera,23.0,170.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,4,1,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-8.25,-0.048
Kevin Terrones,22.0,168.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,7,2,0.0,0.0,3.0,2000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-4.71,0.004
Aldo Corona,24.0,171.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,4,2,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-8.25,-0.048
C. Acevedo,23.0,181.0,Centrocampistas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,26.0,5,2,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-6.6,-0.027
Alan Roberto Flores,24.0,182.0,Delanteros,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,44.0,14,14,3.0,0.0,1.0,39000.0,0.21,0.0,3.0,0.21,12,23.08,24.75,0.0,-2.36,0.198
Israel Contreras,18.0,162.0,Defensas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,27.0,10,8,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-3.3,0.037
Juan Ramírez,24.0,178.0,Defensas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,42.0,9,9,0.0,0.0,1.0,36000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-3.67,0.027
Pablo Guzmán,25.0,185.0,Defensas,SAN JUAN DE ARAGÓN,Liga Premier Serie A Grupo C,53.0,13,12,0.0,0.0,6.0,231000.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,-2.54,0.064
A. Sisa,22.0,190.0,Delanteros,ZITACUARO,Liga Premier Serie A Grupo C,36.0,5,2,0.0,0.0,1.0,56000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.6,0.019
Rubén Iniestra,21.0,163.0,Defensas,ZITACUARO,Liga Premier Serie A Grupo C,26.0,7,1,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.14,0.036
Mauricio Morales,23.0,171.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,29.0,13,11,0.0,0.0,2.0,6000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.62,0.081
Uriel González,23.0,175.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,31.0,11,11,0.0,0.0,7.0,8000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.73,0.067
A. Méndez,18.0,167.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,34.0,7,5,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-1.14,0.036
Y. Hernandez,21.0,166.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,26.0,9,2,0.0,0.0,1.0,2000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-0.89,0.052
Niguel Gonzalez,18.0,156.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,26.0,1,0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-8.0,-0.066
Gael Hernández,19.0,175.0,Centrocampistas,ZITACUARO,Liga Premier Serie A Grupo C,26.0,4,3,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-2.0,0.008
Stephano Ledesma,23.0,169.0,Delanteros,ZITACUARO,Liga Premier Serie A Grupo C,26.0,4,1,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,-2.0,0.008
